Latitude (decimal degrees):	-33.843
Longitude (decimal degrees):	18.834
Elevation (m):	202
Radiation database:	PVGIS-SARAH3


Slope: 29 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20230119:0902,530.76,689.11,61.65,23.18,2.0,0.0
20230119:1002,622.3,817.88,72.15,24.59,2.07,0.0
20230119:1102,637.82,842.03,76.41,25.91,2.34,0.0
20230119:1202,619.17,813.55,69.9,26.63,2.83,0.0
20230119:1302,575.86,753.46,58.8,26.56,2.76,0.0
20230119:1402,504.43,656.17,46.6,26.18,2.76,0.0
20230119:1502,408.86,530.61,34.16,25.3,3.03,0.0
20230119:1602,290.15,384.78,21.79,23.84,2.97,0.0
20230119:1702,144.53,210.34,9.73,22.33,2.76,0.0
20230119:1802,0.0,0.0,0.0,20.75,2.41,0.0
20230119:1902,0.0,0.0,0.0,20.28,2.62,0.0
20230119:2002,0.0,0.0,0.0,19.72,2.41,0.0
20230119:2102,0.0,0.0,0.0,19.32,2.14,0.0
20230119:2202,0.0,0.0,0.0,19.0,1.93,0.0
20230119:2302,0.0,0.0,0.0,18.59,1.59,0.0
20230120:0002,0.0,0.0,0.0,17.97,1.31,0.0
20230120:0102,0.0,0.0,0.0,17.66,1.1,0.0
20230120:0202,0.0,0.0,0.0,17.9,0.97,0.0
20230120:0302,0.0,0.0,0.0,18.28,0.76,0.0
20230120:0402,0.0,0.0,0.0,18.37,0.55,0.0
20230120:0502,180.44,251.85,12.44,18.71,0.28,0.0
20230120:0602,321.05,422.84,24.6,20.97,0.69,0.0
20230120:0702,435.08,566.15,37.01,22.38,1.03,0.0
20230120:0802,524.07,685.17,49.43,24.02,1.45,0.0
20230120:0902,584.96,771.24,61.47,25.44,1.79,0.0
20230120:1002,621.73,825.28,71.94,26.56,2.07,0.0
20230120:1102,631.26,837.09,76.2,27.36,2.55,0.0
20230120:1202,606.95,800.75,69.8,27.59,2.9,0.0
20230120:1302,574.99,752.25,58.75,27.11,3.03,0.0
20230120:1402,506.27,657.59,46.56,26.23,2.97,0.0
20230120:1502,409.4,532.21,34.12,25.15,2.76,0.0
20230120:1602,291.87,388.2,21.75,23.91,2.69,0.0
20230120:1702,140.44,205.31,9.67,22.38,2.41,0.0
20230120:1802,0.0,0.0,0.0,20.62,2.0,0.0
20230120:1902,0.0,0.0,0.0,20.46,2.0,0.0
20230120:2002,0.0,0.0,0.0,19.83,2.0,0.0
20230120:2102,0.0,0.0,0.0,19.33,1.72,0.0
20230120:2202,0.0,0.0,0.0,18.92,1.52,0.0
20230120:2302,0.0,0.0,0.0,18.33,1.38,0.0
20230121:0002,0.0,0.0,0.0,17.83,1.17,0.0
20230121:0102,0.0,0.0,0.0,17.22,1.17,0.0
20230121:0202,0.0,0.0,0.0,16.82,1.1,0.0
20230121:0302,0.0,0.0,0.0,16.53,1.1,0.0
20230121:0402,0.0,0.0,0.0,16.41,1.03,0.0
20230121:0502,47.22,73.58,12.26,16.99,0.9,0.0
20230121:0602,215.9,282.15,24.43,19.92,0.97,0.0
20230121:0702,426.27,553.26,36.84,21.74,0.97,0.0
20230121:0802,520.9,677.14,49.26,23.61,1.72,0.0
20230121:0902,587.85,769.27,61.29,25.05,2.21,0.0
20230121:1002,625.45,823.18,71.72,26.16,2.55,0.0
20230121:1102,638.42,841.74,75.99,26.9,2.83,0.0
20230121:1202,621.38,817.34,69.68,27.16,2.97,0.0
20230121:1302,575.15,750.87,58.69,26.96,3.17,0.0
20230121:1402,507.84,657.26,46.52,26.16,3.38,0.0
20230121:1502,410.24,531.35,34.08,24.9,3.17,0.0
20230121:1602,289.51,384.48,21.7,23.52,2.83,0.0
20230121:1702,139.07,203.64,9.61,22.0,2.48,0.0
20230121:1802,0.0,0.0,0.0,20.25,2.14,0.0
20230121:1902,0.0,0.0,0.0,19.28,1.66,0.0
20230121:2002,0.0,0.0,0.0,18.44,1.1,0.0
20230121:2102,0.0,0.0,0.0,17.84,0.69,0.0
20230121:2202,0.0,0.0,0.0,17.8,0.55,0.0
20230121:2302,0.0,0.0,0.0,17.83,0.48,0.0
20230122:0002,0.0,0.0,0.0,17.83,0.48,0.0
20230122:0102,0.0,0.0,0.0,18.04,0.55,0.0
20230122:0202,0.0,0.0,0.0,18.08,0.62,0.0
20230122:0302,0.0,0.0,0.0,17.77,0.76,0.0
20230122:0402,0.0,0.0,0.0,17.7,1.1,0.0
20230122:0502,62.88,94.24,12.09,18.5,1.38,0.0
20230122:0602,238.82,308.68,24.26,19.35,2.21,0.0
20230122:0702,404.44,515.19,36.68,20.75,2.28,0.0
20230122:0802,497.35,638.43,49.09,22.43,2.28,0.0
20230122:0902,582.91,757.34,61.1,23.66,2.21,0.0
20230122:1002,625.92,820.39,71.5,24.85,2.34,0.0
20230122:1102,636.73,835.89,75.77,25.75,2.69,0.0
20230122:1202,621.04,814.43,69.56,26.75,3.03,0.0
20230122:1302,571.73,745.34,58.62,27.08,3.38,0.0
20230122:1402,503.49,651.05,46.47,26.72,3.86,0.0
20230122:1502,408.87,528.62,34.03,25.7,4.21,0.0
20230122:1602,286.27,379.58,21.65,24.23,4.28,0.0
20230122:1702,136.99,201.32,9.55,22.8,4.07,0.0
20230122:1802,0.0,0.0,0.0,21.36,3.52,0.0
20230122:1902,0.0,0.0,0.0,20.86,3.17,0.0
20230122:2002,0.0,0.0,0.0,20.55,2.83,0.0
20230122:2102,0.0,0.0,0.0,20.19,2.55,0.0
20230122:2202,0.0,0.0,0.0,19.75,2.07,0.0
20230122:2302,0.0,0.0,0.0,19.12,1.79,0.0
20230123:0002,0.0,0.0,0.0,18.38,1.59,0.0
20230123:0102,0.0,0.0,0.0,17.85,1.31,0.0
20230123:0202,0.0,0.0,0.0,17.39,1.17,0.0
20230123:0302,0.0,0.0,0.0,17.23,1.1,0.0
20230123:0402,0.0,0.0,0.0,17.26,1.03,0.0
20230123:0502,170.31,238.65,11.91,18.1,0.83,0.0
20230123:0602,316.59,417.42,24.09,21.6,1.31,0.0
20230123:0702,435.63,563.56,36.51,23.47,2.28,0.0
20230123:0802,528.8,684.58,48.92,24.87,2.76,0.0
20230123:0902,579.51,755.23,60.91,25.96,3.03,0.0
20230123:1002,626.15,820.96,71.28,26.84,3.24,0.0
20230123:1102,640.16,840.27,75.55,27.23,3.45,0.0
20230123:1202,627.52,818.65,69.44,26.8,3.66,0.0
20230123:1302,587.7,758.51,58.55,25.87,3.93,0.0
20230123:1402,498.66,639.28,46.41,24.6,3.72,0.0
20230123:1502,405.33,521.27,33.98,23.39,3.24,0.0
20230123:1602,238.54,313.99,21.59,22.11,3.17,0.0
20230123:1702,129.4,189.03,9.48,20.57,3.03,0.0
20230123:1802,0.0,0.0,0.0,18.92,2.34,0.0
20230123:1902,0.0,0.0,0.0,18.24,1.79,0.0
20230123:2002,0.0,0.0,0.0,17.56,1.59,0.0
20230123:2102,0.0,0.0,0.0,17.02,1.59,0.0
20230123:2202,0.0,0.0,0.0,16.61,1.86,0.0
20230123:2302,0.0,0.0,0.0,16.34,2.07,0.0
20230124:0002,0.0,0.0,0.0,16.21,2.28,0.0
20230124:0102,0.0,0.0,0.0,16.17,2.48,0.0
20230124:0202,0.0,0.0,0.0,16.26,2.55,0.0
20230124:0302,0.0,0.0,0.0,16.44,2.48,0.0
20230124:0402,0.0,0.0,0.0,16.33,2.97,0.0
20230124:0502,162.67,225.13,11.73,16.36,3.52,0.0
20230124:0602,203.37,259.71,23.92,16.07,3.24,0.0
20230124:0702,190.52,242.66,36.34,16.22,3.38,0.0
20230124:0802,118.56,158.56,48.75,17.02,3.79,0.0
20230124:0902,258.57,324.16,60.73,17.07,3.86,0.0
20230124:1002,110.09,149.06,71.05,17.68,3.45,0.0
20230124:1102,221.59,281.98,75.32,18.41,3.66,0.0
20230124:1202,513.06,642.25,69.3,18.64,3.72,0.0
20230124:1302,542.82,678.16,58.46,18.8,3.72,0.0
20230124:1402,359.58,450.21,46.35,19.2,3.72,0.0
20230124:1502,416.51,522.01,33.92,18.4,3.59,0.0
20230124:1602,292.63,377.84,21.53,17.57,3.45,0.0
20230124:1702,142.12,204.53,9.4,16.78,3.17,0.0
20230124:1802,0.0,0.0,0.0,15.75,2.69,0.0
20230124:1902,0.0,0.0,0.0,15.37,2.48,0.0
20230124:2002,0.0,0.0,0.0,14.74,2.28,0.0
20230124:2102,0.0,0.0,0.0,14.29,2.14,0.0
20230124:2202,0.0,0.0,0.0,13.78,2.21,0.0
20230124:2302,0.0,0.0,0.0,13.47,2.21,0.0
20230125:0002,0.0,0.0,0.0,13.52,2.28,0.0
20230125:0102,0.0,0.0,0.0,13.09,2.28,0.0
20230125:0202,0.0,0.0,0.0,12.7,2.21,0.0
20230125:0302,0.0,0.0,0.0,12.58,2.28,0.0
20230125:0402,0.0,0.0,0.0,12.13,2.28,0.0
20230125:0502,178.18,244.11,11.55,13.01,2.28,0.0
20230125:0602,332.75,422.07,23.75,15.36,3.24,0.0
20230125:0702,452.57,565.15,36.18,17.26,3.1,0.0
20230125:0802,546.64,687.87,48.58,19.19,2.9,0.0
20230125:0902,608.5,779.2,60.53,21.24,2.55,0.0
20230125:1002,639.78,835.37,70.82,23.21,2.14,0.0
20230125:1102,644.56,848.73,75.08,24.79,2.21,0.0
20230125:1202,628.83,824.43,69.16,25.77,2.76,0.0
20230125:1302,582.75,758.03,58.38,26.08,3.24,0.0
20230125:1402,513.2,662.28,46.28,25.81,3.72,0.0
20230125:1502,414.92,535.35,33.85,24.81,4.14,0.0
20230125:1602,291.26,386.55,21.46,23.52,4.14,0.0
20230125:1702,139.36,206.13,9.32,22.09,3.52,0.0
20230125:1802,0.0,0.0,0.0,20.42,3.1,0.0
20230125:1902,0.0,0.0,0.0,19.16,3.24,0.0
20230125:2002,0.0,0.0,0.0,18.37,2.9,0.0
20230125:2102,0.0,0.0,0.0,17.57,2.55,0.0
20230125:2202,0.0,0.0,0.0,16.73,2.21,0.0
20230125:2302,0.0,0.0,0.0,15.75,1.93,0.0
20230126:0002,0.0,0.0,0.0,14.81,1.79,0.0
20230126:0102,0.0,0.0,0.0,14.11,1.79,0.0
20230126:0202,0.0,0.0,0.0,13.6,1.79,0.0
20230126:0302,0.0,0.0,0.0,13.18,1.79,0.0
20230126:0402,0.0,0.0,0.0,12.88,1.79,0.0
20230126:0502,166.01,230.23,11.37,13.97,1.52,0.0
20230126:0602,314.69,409.51,23.58,18.23,1.45,0.0
20230126:0702,430.9,556.98,36.01,21.37,1.45,0.0
20230126:0802,513.84,678.52,48.4,24.42,0.97,0.0
20230126:0902,568.79,773.9,60.34,26.82,0.41,0.0
20230126:1002,610.1,826.89,70.58,28.45,1.38,0.0
20230126:1102,623.82,840.45,74.83,29.26,2.14,0.0
20230126:1202,614.56,819.02,69.01,29.29,2.83,0.0
20230126:1302,571.39,752.62,58.28,28.66,3.24,0.0
20230126:1402,502.9,657.7,46.21,27.73,3.24,0.0
20230126:1502,406.08,530.65,33.78,26.48,3.45,0.0
20230126:1602,282.72,378.16,21.38,24.56,3.72,0.0
20230126:1702,135.65,202.06,9.23,22.55,3.52,0.0
20230126:1802,0.0,0.0,0.0,20.73,3.03,0.0
20230126:1902,0.0,0.0,0.0,19.3,2.83,0.0
20230126:2002,0.0,0.0,0.0,18.62,2.55,0.0
20230126:2102,0.0,0.0,0.0,18.11,2.28,0.0
20230126:2202,0.0,0.0,0.0,17.53,2.07,0.0
20230126:2302,0.0,0.0,0.0,16.72,1.93,0.0
20230127:0002,0.0,0.0,0.0,16.03,1.86,0.0
20230127:0102,0.0,0.0,0.0,15.51,1.86,0.0
20230127:0202,0.0,0.0,0.0,15.03,1.93,0.0
20230127:0302,0.0,0.0,0.0,14.65,1.93,0.0
20230127:0402,0.0,0.0,0.0,14.36,1.86,0.0
20230127:0502,159.0,222.97,11.19,15.16,1.66,0.0
20230127:0602,306.55,401.24,23.41,19.13,1.52,0.0
20230127:0702,421.09,548.8,35.84,22.57,1.24,0.0
20230127:0802,502.76,670.26,48.23,25.39,0.62,0.0
20230127:0902,567.66,764.87,60.15,27.47,1.03,0.0
20230127:1002,606.87,817.39,70.35,28.8,1.79,0.0
20230127:1102,620.35,831.51,74.58,29.25,2.41,0.0
20230127:1202,607.44,806.96,68.85,29.21,2.97,0.0
20230127:1302,565.76,742.02,58.18,28.47,3.52,0.0
20230127:1402,499.07,647.5,46.13,27.16,3.86,0.0
20230127:1502,401.18,520.62,33.71,25.65,4.0,0.0
20230127:1602,276.1,368.99,21.3,24.14,3.93,0.0
20230127:1702,131.09,196.13,9.14,22.41,3.86,0.0
20230127:1802,0.0,0.0,0.0,20.7,3.17,0.0
20230127:1902,0.0,0.0,0.0,19.82,3.31,0.0
20230127:2002,0.0,0.0,0.0,19.25,2.83,0.0
20230127:2102,0.0,0.0,0.0,18.92,2.55,0.0
20230127:2202,0.0,0.0,0.0,18.47,2.28,0.0
20230127:2302,0.0,0.0,0.0,17.99,2.07,0.0
20230128:0002,0.0,0.0,0.0,17.53,1.79,0.0
20230128:0102,0.0,0.0,0.0,17.04,1.66,0.0
20230128:0202,0.0,0.0,0.0,16.69,1.52,0.0
20230128:0302,0.0,0.0,0.0,16.36,1.66,0.0
20230128:0402,0.0,0.0,0.0,16.37,2.0,0.0
20230128:0502,83.45,121.96,11.01,17.52,2.28,0.0
20230128:0602,213.56,276.54,23.23,18.86,3.45,0.0
20230128:0702,224.3,286.81,35.66,19.96,4.14,0.0
20230128:0802,394.98,495.21,48.05,20.7,4.69,0.0
20230128:0902,532.63,664.56,59.95,20.25,5.03,0.0
20230128:1002,567.26,707.27,70.1,19.93,5.31,0.0
20230128:1102,556.52,694.24,74.33,19.73,5.24,0.0
20230128:1202,598.77,744.77,68.68,19.68,5.24,0.0
20230128:1302,553.47,687.03,58.07,19.88,5.38,0.0
20230128:1402,393.81,490.3,46.04,19.95,5.52,0.0
20230128:1502,371.27,464.04,33.63,19.21,5.38,0.0
20230128:1602,276.59,358.73,21.21,18.46,5.38,0.0
20230128:1702,126.86,186.45,9.04,17.54,4.97,0.0
20230128:1802,0.0,0.0,0.0,16.55,4.34,0.0
20230128:1902,0.0,0.0,0.0,16.39,4.41,0.0
20230128:2002,0.0,0.0,0.0,16.04,4.28,0.0
20230128:2102,0.0,0.0,0.0,15.72,4.48,0.0
20230128:2202,0.0,0.0,0.0,15.5,4.28,0.0
20230128:2302,0.0,0.0,0.0,15.27,4.14,0.0
20230129:0002,0.0,0.0,0.0,15.05,4.0,0.0
20230129:0102,0.0,0.0,0.0,14.74,3.79,0.0
20230129:0202,0.0,0.0,0.0,14.45,3.72,0.0
20230129:0302,0.0,0.0,0.0,14.19,3.52,0.0
20230129:0402,0.0,0.0,0.0,14.0,3.66,0.0
20230129:0502,158.03,222.05,10.82,14.56,3.17,0.0
20230129:0602,312.92,399.06,23.06,16.12,4.48,0.0
20230129:0702,437.55,544.67,35.49,18.2,4.83,0.0
20230129:0802,534.9,667.34,47.87,20.07,4.62,0.0
20230129:0902,600.86,759.55,59.75,22.06,4.28,0.0
20230129:1002,633.86,812.64,69.86,23.91,4.0,0.0
20230129:1102,641.26,829.84,74.06,25.45,3.93,0.0
20230129:1202,620.12,806.16,68.5,26.55,3.86,0.0
20230129:1302,572.18,742.84,57.95,27.15,4.0,0.0
20230129:1402,487.03,630.59,45.95,27.14,4.28,0.0
20230129:1502,382.87,497.62,33.54,26.32,4.48,0.0
20230129:1602,203.99,273.07,21.12,24.71,4.55,0.0
20230129:1702,135.13,203.89,8.94,22.59,4.07,0.0
20230129:1802,0.0,0.0,0.0,20.7,4.62,0.0
20230129:1902,0.0,0.0,0.0,19.19,4.83,0.0
20230129:2002,0.0,0.0,0.0,18.05,4.55,0.0
20230129:2102,0.0,0.0,0.0,17.28,4.55,0.0
20230129:2202,0.0,0.0,0.0,16.72,4.48,0.0
20230129:2302,0.0,0.0,0.0,16.24,4.28,0.0
20230130:0002,0.0,0.0,0.0,15.84,4.0,0.0
20230130:0102,0.0,0.0,0.0,15.58,3.72,0.0
20230130:0202,0.0,0.0,0.0,15.36,3.45,0.0
20230130:0302,0.0,0.0,0.0,15.36,3.17,0.0
20230130:0402,0.0,0.0,0.0,15.33,2.97,0.0
20230130:0502,57.03,86.68,10.64,16.07,2.62,0.0
20230130:0602,298.93,386.53,22.88,17.73,3.45,0.0
20230130:0702,414.13,524.34,35.32,20.71,3.93,0.0
20230130:0802,514.39,655.7,47.69,23.52,3.86,0.0
20230130:0902,578.28,750.9,59.55,26.0,3.31,0.0
20230130:1002,607.49,804.44,69.61,27.94,2.69,0.0
20230130:1102,613.58,820.64,73.79,29.34,2.55,0.0
20230130:1202,595.17,794.94,68.32,30.22,2.9,0.0
20230130:1302,552.03,732.19,57.83,30.51,3.38,0.0
20230130:1402,483.99,637.92,45.85,30.23,3.86,0.0
20230130:1502,386.86,511.73,33.45,29.32,4.21,0.0
20230130:1602,265.17,362.42,21.02,27.7,4.21,0.0
20230130:1702,119.22,184.32,8.83,25.7,3.72,0.0
20230130:1802,0.0,0.0,0.0,23.56,4.07,0.0
20230130:1902,0.0,0.0,0.0,21.76,3.72,0.0
20230130:2002,0.0,0.0,0.0,20.43,3.59,0.0
20230130:2102,0.0,0.0,0.0,19.27,3.59,0.0
20230130:2202,0.0,0.0,0.0,18.39,3.52,0.0
20230130:2302,0.0,0.0,0.0,17.68,3.38,0.0
20230131:0002,0.0,0.0,0.0,17.1,2.97,0.0
20230131:0102,0.0,0.0,0.0,16.7,2.69,0.0
20230131:0202,0.0,0.0,0.0,16.2,2.41,0.0
20230131:0302,0.0,0.0,0.0,15.81,2.28,0.0
20230131:0402,0.0,0.0,0.0,15.47,2.14,0.0
20230131:0502,144.01,207.31,10.46,15.99,2.0,0.0
20230131:0602,291.71,383.29,22.71,19.13,2.14,0.0
20230131:0702,406.96,528.53,35.15,22.72,1.86,0.0
20230131:0802,490.89,645.12,47.51,25.78,1.72,0.0
20230131:0902,547.53,741.57,59.34,28.43,0.9,0.0
20230131:1002,567.56,792.39,69.36,30.5,0.21,0.0
20230131:1102,578.35,809.59,73.52,32.07,0.55,0.0
20230131:1202,573.16,786.5,68.13,32.94,1.79,0.0
20230131:1302,536.21,724.41,57.7,32.91,2.69,0.0
20230131:1402,469.3,627.74,45.74,32.15,3.17,0.0
20230131:1502,376.32,504.36,33.35,30.89,3.38,0.0
20230131:1602,257.1,356.55,20.92,29.29,3.03,0.0
20230131:1702,112.07,176.67,8.71,27.5,2.41,0.0
20230131:1802,0.0,0.0,0.0,25.43,2.21,0.0
20230131:1902,0.0,0.0,0.0,23.24,2.55,0.0
20230131:2002,0.0,0.0,0.0,22.08,2.41,0.0
20230131:2102,0.0,0.0,0.0,21.14,2.48,0.0
20230131:2202,0.0,0.0,0.0,20.2,2.41,0.0
20230131:2302,0.0,0.0,0.0,19.36,2.14,0.0
20230201:0002,0.0,0.0,0.0,18.64,2.07,0.0
20230201:0102,0.0,0.0,0.0,17.83,2.07,0.0
20230201:0202,0.0,0.0,0.0,17.64,2.0,0.0
20230201:0302,0.0,0.0,0.0,17.41,2.0,0.0
20230201:0402,0.0,0.0,0.0,17.65,2.07,0.0
20230201:0502,127.53,186.84,10.27,18.13,1.93,0.0
20230201:0602,275.52,362.5,22.53,19.59,2.41,0.0
20230201:0702,382.18,490.21,34.97,21.32,2.41,0.0
20230201:0802,382.27,489.95,47.33,22.46,2.41,0.0
20230201:0902,557.88,720.82,59.14,24.05,2.69,0.0
20230201:1002,600.74,778.62,69.1,25.2,3.24,0.0
20230201:1102,616.8,798.64,73.24,25.72,3.72,0.0
20230201:1202,599.11,775.36,67.93,25.78,3.66,0.0
20230201:1302,552.69,714.01,57.56,25.94,3.66,0.0
20230201:1402,481.44,620.11,45.63,25.55,3.79,0.0
20230201:1502,382.75,495.89,33.24,24.44,3.86,0.0
20230201:1602,259.23,348.65,20.81,23.1,3.79,0.0
20230201:1702,113.06,174.17,8.59,21.74,3.59,0.0
20230201:1802,0.0,0.0,0.0,20.44,2.97,0.0
20230201:1902,0.0,0.0,0.0,19.69,2.76,0.0
20230201:2002,0.0,0.0,0.0,19.09,2.55,0.0
20230201:2102,0.0,0.0,0.0,18.6,2.55,0.0
20230201:2202,0.0,0.0,0.0,18.28,2.62,0.0
20230201:2302,0.0,0.0,0.0,17.85,2.34,0.0
20230202:0002,0.0,0.0,0.0,17.8,2.21,0.0
20230202:0102,0.0,0.0,0.0,17.39,1.86,0.0
20230202:0202,0.0,0.0,0.0,17.24,1.86,0.0
20230202:0302,0.0,0.0,0.0,16.82,1.93,0.0
20230202:0402,0.0,0.0,0.0,16.57,1.86,0.0
20230202:0502,135.71,199.07,10.09,16.97,1.72,0.0
20230202:0602,284.36,374.59,22.36,18.85,2.14,0.0
20230202:0702,408.53,526.31,34.8,20.7,1.86,0.0
20230202:0802,500.11,642.74,47.15,22.66,2.41,0.0
20230202:0902,573.56,738.07,58.93,23.88,3.1,0.0
20230202:1002,612.67,792.24,68.84,24.68,3.31,0.0
20230202:1102,618.42,803.67,72.96,25.45,3.31,0.0
20230202:1202,602.85,783.28,67.73,25.99,3.45,0.0
20230202:1302,558.33,721.57,57.42,25.83,3.66,0.0
20230202:1402,485.87,624.66,45.51,25.08,3.86,0.0
20230202:1502,386.31,499.3,33.13,23.9,4.0,0.0
20230202:1602,261.97,351.29,20.7,22.39,4.07,0.0
20230202:1702,111.96,172.29,8.47,20.51,3.86,0.0
20230202:1802,0.0,0.0,0.0,18.81,3.03,0.0
20230202:1902,0.0,0.0,0.0,18.14,3.17,0.0
20230202:2002,0.0,0.0,0.0,17.55,2.83,0.0
20230202:2102,0.0,0.0,0.0,17.0,2.69,0.0
20230202:2202,0.0,0.0,0.0,16.54,2.62,0.0
20230202:2302,0.0,0.0,0.0,16.16,2.48,0.0
20230203:0002,0.0,0.0,0.0,15.76,2.28,0.0
20230203:0102,0.0,0.0,0.0,15.45,2.07,0.0
20230203:0202,0.0,0.0,0.0,14.86,2.0,0.0
20230203:0302,0.0,0.0,0.0,14.34,1.93,0.0
20230203:0402,0.0,0.0,0.0,14.0,1.86,0.0
20230203:0502,135.11,197.51,9.9,14.6,1.79,0.0
20230203:0602,283.67,373.18,22.18,17.9,2.14,0.0
20230203:0702,400.83,516.59,34.62,21.28,2.21,0.0
20230203:0802,490.49,637.96,46.96,24.21,2.0,0.0
20230203:0902,554.34,733.15,58.72,26.82,1.93,0.0
20230203:1002,583.22,784.31,68.58,28.98,1.79,0.0
20230203:1102,593.8,802.07,72.67,30.49,2.14,0.0
20230203:1202,577.31,776.25,67.51,31.29,2.69,0.0
20230203:1302,535.87,714.15,57.27,31.41,3.31,0.0
20230203:1402,468.96,620.55,45.39,30.75,3.79,0.0
20230203:1502,371.93,494.41,33.01,29.49,4.07,0.0
20230203:1602,252.22,348.71,20.58,27.94,4.0,0.0
20230203:1702,104.46,166.67,8.34,26.15,3.59,0.0
20230203:1802,0.0,0.0,0.0,24.23,3.45,0.0
20230203:1902,0.0,0.0,0.0,22.82,3.31,0.0
20230203:2002,0.0,0.0,0.0,21.77,3.24,0.0
20230203:2102,0.0,0.0,0.0,20.74,3.17,0.0
20230203:2202,0.0,0.0,0.0,19.85,2.69,0.0
20230203:2302,0.0,0.0,0.0,19.04,2.34,0.0
20230204:0002,0.0,0.0,0.0,18.25,2.21,0.0
20230204:0102,0.0,0.0,0.0,17.65,2.14,0.0
20230204:0202,0.0,0.0,0.0,17.16,2.07,0.0
20230204:0302,0.0,0.0,0.0,16.85,2.0,0.0
20230204:0402,0.0,0.0,0.0,16.68,1.79,0.0
20230204:0502,126.8,189.53,9.72,17.29,1.38,0.0
20230204:0602,268.08,362.68,22.0,21.69,1.03,0.0
20230204:0702,385.02,509.5,34.45,25.41,1.59,0.0
20230204:0802,476.47,630.32,46.78,27.08,1.72,0.0
20230204:0902,539.1,722.34,58.51,29.09,1.72,0.0
20230204:1002,572.26,776.02,68.32,30.7,1.72,0.0
20230204:1102,578.29,790.66,72.37,32.03,1.72,0.0
20230204:1202,560.43,765.65,67.29,33.0,2.0,0.0
20230204:1302,517.42,701.2,57.11,33.29,2.48,0.0
20230204:1402,452.42,605.87,45.26,32.38,3.24,0.0
20230204:1502,358.62,479.65,32.89,29.78,3.31,0.0
20230204:1602,239.79,333.32,20.45,27.24,2.28,0.0
20230204:1702,98.39,158.52,8.2,25.5,1.31,0.0
20230204:1802,0.0,0.0,0.0,23.73,1.38,0.0
20230204:1902,0.0,0.0,0.0,21.96,1.59,0.0
20230204:2002,0.0,0.0,0.0,20.68,1.52,0.0
20230204:2102,0.0,0.0,0.0,20.09,1.52,0.0
20230204:2202,0.0,0.0,0.0,19.8,1.59,0.0
20230204:2302,0.0,0.0,0.0,19.55,1.38,0.0
20230205:0002,0.0,0.0,0.0,19.53,1.24,0.0
20230205:0102,0.0,0.0,0.0,19.49,1.17,0.0
20230205:0202,0.0,0.0,0.0,19.49,1.45,0.0
20230205:0302,0.0,0.0,0.0,19.43,1.59,0.0
20230205:0402,0.0,0.0,0.0,19.32,1.59,0.0
20230205:0502,18.92,37.03,9.53,19.55,1.52,0.0
20230205:0602,48.59,75.96,21.83,20.36,1.86,0.0
20230205:0702,178.23,234.45,34.27,21.63,2.48,0.0
20230205:0802,383.57,489.99,46.59,22.37,2.9,0.0
20230205:0902,294.4,379.25,58.3,23.54,3.31,0.0
20230205:1002,464.71,598.09,68.05,24.11,3.45,0.0
20230205:1102,584.66,752.25,72.07,24.59,3.79,0.0
20230205:1202,564.64,723.41,67.06,24.45,4.14,0.0
20230205:1302,500.85,637.43,56.94,23.61,4.34,0.0
20230205:1402,422.38,536.43,45.12,22.92,4.28,0.0
20230205:1502,365.13,469.48,32.76,22.67,4.34,0.0
20230205:1602,217.69,292.64,20.32,22.34,4.28,0.0
20230205:1702,82.44,131.31,8.06,21.72,4.0,0.0
20230205:1802,0.0,0.0,0.0,20.82,3.52,0.0
20230205:1902,0.0,0.0,0.0,20.66,3.1,0.0
20230205:2002,0.0,0.0,0.0,20.62,3.24,0.0
20230205:2102,0.0,0.0,0.0,20.7,3.17,0.0
20230205:2202,0.0,0.0,0.0,20.59,2.97,0.0
20230205:2302,0.0,0.0,0.0,20.3,2.9,0.0
20230206:0002,0.0,0.0,0.0,19.85,2.69,0.0
20230206:0102,0.0,0.0,0.0,19.69,2.55,0.0
20230206:0202,0.0,0.0,0.0,19.3,2.34,0.0
20230206:0302,0.0,0.0,0.0,19.18,2.21,0.0
20230206:0402,0.0,0.0,0.0,18.89,2.07,0.0
20230206:0502,105.82,161.83,9.34,19.36,2.07,0.0
20230206:0602,255.58,343.82,21.65,21.33,2.41,0.0
20230206:0702,0.0,0.0,0.0,24.06,2.34,0.0
20230206:0802,463.91,611.39,46.41,26.4,1.72,0.0
20230206:0902,409.95,550.23,58.08,28.32,0.9,0.0
20230206:1002,307.65,412.01,67.78,30.18,2.0,0.0
20230206:1102,384.96,516.02,71.77,30.87,2.34,0.0
20230206:1202,415.79,557.94,66.83,31.44,2.62,0.0
20230206:1302,481.74,643.68,56.77,31.15,2.83,0.0
20230206:1402,440.08,588.11,44.98,31.04,2.69,0.0
20230206:1502,348.93,469.69,32.63,29.96,2.76,0.0
20230206:1602,231.42,325.11,20.19,28.46,2.76,0.0
20230206:1702,90.07,148.1,7.91,26.42,2.34,0.0
20230206:1802,0.0,0.0,0.0,24.45,2.07,0.0
20230206:1902,0.0,0.0,0.0,23.28,2.0,0.0
20230206:2002,0.0,0.0,0.0,22.39,2.07,0.0
20230206:2102,0.0,0.0,0.0,21.75,1.93,0.0
20230206:2202,0.0,0.0,0.0,21.15,1.72,0.0
