Latitude (decimal degrees):	-33.842
Longitude (decimal degrees):	18.840
Elevation (m):	216
Radiation database:	PVGIS-SARAH3


Slope: -1 deg. (optimum)
Azimuth: -180 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20230119:0702,379.07,480.04,37.17,20.2,1.93,0.0
20230119:0802,587.0,754.28,49.6,21.49,2.0,0.0
20230119:0902,616.08,806.04,61.65,23.18,2.0,0.0
20230119:1002,764.55,1027.83,72.15,24.59,2.07,0.0
20230119:1102,790.82,1070.55,76.41,25.91,2.34,0.0
20230119:1202,763.37,1022.84,69.89,26.63,2.83,0.0
20230119:1302,698.16,924.41,58.8,26.56,2.76,0.0
20230119:1402,588.88,766.31,46.59,26.18,2.76,0.0
20230119:1502,441.41,568.34,34.15,25.3,3.03,0.0
20230119:1602,260.53,351.29,21.79,23.84,2.97,0.0
20230119:1702,74.65,134.64,9.72,22.33,2.76,0.0
20230119:1802,0.0,0.0,0.0,20.75,2.41,0.0
20230119:1902,0.0,0.0,0.0,20.28,2.62,0.0
20230119:2002,0.0,0.0,0.0,19.72,2.41,0.0
20230119:2102,0.0,0.0,0.0,19.32,2.14,0.0
20230119:2202,0.0,0.0,0.0,19.0,1.93,0.0
20230119:2302,0.0,0.0,0.0,18.59,1.59,0.0
20230120:0002,0.0,0.0,0.0,17.97,1.31,0.0
20230120:0102,0.0,0.0,0.0,17.66,1.1,0.0
20230120:0202,0.0,0.0,0.0,17.9,0.97,0.0
20230120:0302,0.0,0.0,0.0,18.28,0.76,0.0
20230120:0402,0.0,0.0,0.0,18.37,0.55,0.0
20230120:0502,115.49,182.6,12.44,18.71,0.28,0.0
20230120:0602,307.44,406.09,24.6,20.97,0.69,0.0
20230120:0702,482.08,624.07,37.01,22.38,1.03,0.0
20230120:0802,619.35,815.02,49.43,24.02,1.45,0.0
20230120:0902,712.64,956.2,61.47,25.44,1.79,0.0
20230120:1002,768.87,1045.66,71.94,26.56,2.07,0.0
20230120:1102,783.71,1064.55,76.2,27.36,2.55,0.0
20230120:1202,745.21,1000.96,69.79,27.59,2.9,0.0
20230120:1302,699.36,925.37,58.74,27.11,3.03,0.0
20230120:1402,593.72,771.26,46.56,26.23,2.97,0.0
20230120:1502,443.83,572.32,34.11,25.15,2.76,0.0
20230120:1602,262.9,355.31,21.75,23.91,2.69,0.0
20230120:1702,73.51,132.58,9.67,22.38,2.41,0.0
20230120:1802,0.0,0.0,0.0,20.62,2.0,0.0
20230120:1902,0.0,0.0,0.0,20.46,2.0,0.0
20230120:2002,0.0,0.0,0.0,19.83,2.0,0.0
20230120:2102,0.0,0.0,0.0,19.33,1.72,0.0
20230120:2202,0.0,0.0,0.0,18.92,1.52,0.0
20230120:2302,0.0,0.0,0.0,18.33,1.38,0.0
20230121:0002,0.0,0.0,0.0,17.83,1.17,0.0
20230121:0102,0.0,0.0,0.0,17.22,1.17,0.0
20230121:0202,0.0,0.0,0.0,16.82,1.1,0.0
20230121:0302,0.0,0.0,0.0,16.53,1.1,0.0
20230121:0402,0.0,0.0,0.0,16.41,1.03,0.0
20230121:0502,49.0,76.03,12.27,16.99,0.9,0.0
20230121:0602,216.49,283.28,24.44,19.92,0.97,0.0
20230121:0702,471.77,609.04,36.85,21.74,0.97,0.0
20230121:0802,616.04,805.03,49.26,23.61,1.72,0.0
20230121:0902,718.98,956.16,61.29,25.05,2.21,0.0
20230121:1002,776.8,1045.62,71.72,26.16,2.55,0.0
20230121:1102,797.71,1077.41,75.99,26.9,2.83,0.0
20230121:1202,772.28,1036.66,69.68,27.16,2.97,0.0
20230121:1302,701.75,926.33,58.68,26.96,3.17,0.0
20230121:1402,597.77,773.22,46.51,26.16,3.38,0.0
20230121:1502,446.46,573.28,34.07,24.9,3.17,0.0
20230121:1602,261.96,353.26,21.7,23.52,2.83,0.0
20230121:1702,72.68,131.57,9.61,22.0,2.48,0.0
20230121:1802,0.0,0.0,0.0,20.25,2.14,0.0
20230121:1902,0.0,0.0,0.0,19.28,1.66,0.0
20230121:2002,0.0,0.0,0.0,18.44,1.1,0.0
20230121:2102,0.0,0.0,0.0,17.84,0.69,0.0
20230121:2202,0.0,0.0,0.0,17.8,0.55,0.0
20230121:2302,0.0,0.0,0.0,17.83,0.48,0.0
20230122:0002,0.0,0.0,0.0,17.83,0.48,0.0
20230122:0102,0.0,0.0,0.0,18.04,0.55,0.0
20230122:0202,0.0,0.0,0.0,18.08,0.62,0.0
20230122:0302,0.0,0.0,0.0,17.77,0.76,0.0
20230122:0402,0.0,0.0,0.0,17.7,1.1,0.0
20230122:0502,61.36,93.11,12.09,18.5,1.38,0.0
20230122:0602,236.59,306.39,24.27,19.35,2.21,0.0
20230122:0702,444.18,562.01,36.68,20.75,2.28,0.0
20230122:0802,579.55,745.23,49.1,22.43,2.28,0.0
20230122:0902,711.42,938.23,61.11,23.66,2.21,0.0
20230122:1002,778.65,1044.58,71.5,24.85,2.34,0.0
20230122:1102,795.91,1070.42,75.77,25.75,2.69,0.0
20230122:1202,773.98,1035.62,69.56,26.75,3.03,0.0
20230122:1302,698.73,920.32,58.62,27.08,3.38,0.0
20230122:1402,594.23,767.19,46.46,26.72,3.86,0.0
20230122:1502,446.88,572.25,34.03,25.7,4.21,0.0
20230122:1602,260.15,350.21,21.64,24.23,4.28,0.0
20230122:1702,71.79,130.54,9.54,22.8,4.07,0.0
20230122:1802,0.0,0.0,0.0,21.36,3.52,0.0
20230122:1902,0.0,0.0,0.0,20.86,3.17,0.0
20230122:2002,0.0,0.0,0.0,20.55,2.83,0.0
20230122:2102,0.0,0.0,0.0,20.19,2.55,0.0
20230122:2202,0.0,0.0,0.0,19.75,2.07,0.0
20230122:2302,0.0,0.0,0.0,19.12,1.79,0.0
20230123:0002,0.0,0.0,0.0,18.38,1.59,0.0
20230123:0102,0.0,0.0,0.0,17.85,1.31,0.0
20230123:0202,0.0,0.0,0.0,17.39,1.17,0.0
20230123:0302,0.0,0.0,0.0,17.23,1.1,0.0
20230123:0402,0.0,0.0,0.0,17.26,1.03,0.0
20230123:0502,108.86,173.49,11.91,18.1,0.83,0.0
20230123:0602,304.92,403.02,24.1,21.6,1.31,0.0
20230123:0702,487.51,625.99,36.52,23.47,2.28,0.0
20230123:0802,631.96,820.91,48.93,24.87,2.76,0.0
20230123:0902,707.38,933.27,60.92,25.96,3.03,0.0
20230123:1002,780.83,1044.6,71.28,26.84,3.24,0.0
20230123:1102,802.93,1077.39,75.55,27.23,3.45,0.0
20230123:1202,784.44,1042.59,69.43,26.8,3.66,0.0
20230123:1302,723.43,943.18,58.54,25.87,3.93,0.0
20230123:1402,584.66,748.25,46.41,24.6,3.72,0.0
20230123:1502,442.63,564.19,33.97,23.39,3.24,0.0
20230123:1602,224.61,298.66,21.59,22.11,3.17,0.0
20230123:1702,71.45,126.34,9.47,20.57,3.03,0.0
20230123:1802,0.0,0.0,0.0,18.92,2.34,0.0
20230123:1902,0.0,0.0,0.0,18.24,1.79,0.0
20230123:2002,0.0,0.0,0.0,17.56,1.59,0.0
20230123:2102,0.0,0.0,0.0,17.02,1.59,0.0
20230123:2202,0.0,0.0,0.0,16.61,1.86,0.0
20230123:2302,0.0,0.0,0.0,16.34,2.07,0.0
20230124:0002,0.0,0.0,0.0,16.21,2.28,0.0
20230124:0102,0.0,0.0,0.0,16.17,2.48,0.0
20230124:0202,0.0,0.0,0.0,16.26,2.55,0.0
20230124:0302,0.0,0.0,0.0,16.44,2.48,0.0
20230124:0402,0.0,0.0,0.0,16.33,2.97,0.0
20230124:0502,105.08,165.35,11.73,16.36,3.52,0.0
20230124:0602,206.09,263.21,23.93,16.07,3.24,0.0
20230124:0702,201.73,256.0,36.35,16.22,3.38,0.0
20230124:0802,125.58,167.0,48.75,17.02,3.79,0.0
20230124:0902,273.19,341.99,60.73,17.07,3.86,0.0
20230124:1002,116.66,157.0,71.05,17.68,3.45,0.0
20230124:1102,233.86,297.0,75.32,18.41,3.66,0.0
20230124:1202,580.89,729.34,69.3,18.64,3.72,0.0
20230124:1302,640.13,802.92,58.46,18.8,3.72,0.0
20230124:1402,391.67,488.85,46.35,19.2,3.72,0.0
20230124:1502,457.83,568.17,33.91,18.4,3.59,0.0
20230124:1602,268.35,351.16,21.52,17.57,3.45,0.0
20230124:1702,73.31,131.6,9.4,16.78,3.17,0.0
20230124:1802,0.0,0.0,0.0,15.75,2.69,0.0
20230124:1902,0.0,0.0,0.0,15.37,2.48,0.0
20230124:2002,0.0,0.0,0.0,14.74,2.28,0.0
20230124:2102,0.0,0.0,0.0,14.29,2.14,0.0
20230124:2202,0.0,0.0,0.0,13.78,2.21,0.0
20230124:2302,0.0,0.0,0.0,13.47,2.21,0.0
20230125:0002,0.0,0.0,0.0,13.52,2.28,0.0
20230125:0102,0.0,0.0,0.0,13.09,2.28,0.0
20230125:0202,0.0,0.0,0.0,12.7,2.21,0.0
20230125:0302,0.0,0.0,0.0,12.58,2.28,0.0
20230125:0402,0.0,0.0,0.0,12.13,2.28,0.0
20230125:0502,110.51,174.6,11.55,13.01,2.28,0.0
20230125:0602,321.77,409.04,23.76,15.36,3.24,0.0
20230125:0702,510.62,631.93,36.18,17.26,3.1,0.0
20230125:0802,658.18,830.8,48.58,19.19,2.9,0.0
20230125:0902,754.98,982.88,60.54,21.24,2.55,0.0
20230125:1002,803.46,1077.29,70.82,23.21,2.14,0.0
20230125:1102,811.41,1099.16,75.08,24.79,2.21,0.0
20230125:1202,789.23,1058.42,69.16,25.77,2.76,0.0
20230125:1302,719.4,947.1,58.37,26.08,3.24,0.0
20230125:1402,612.76,790.02,46.28,25.81,3.72,0.0
20230125:1502,459.11,586.14,33.85,24.81,4.14,0.0
20230125:1602,267.93,360.19,21.45,23.52,4.14,0.0
20230125:1702,71.76,132.61,9.31,22.09,3.52,0.0
20230125:1802,0.0,0.0,0.0,20.42,3.1,0.0
20230125:1902,0.0,0.0,0.0,19.16,3.24,0.0
20230125:2002,0.0,0.0,0.0,18.37,2.9,0.0
20230125:2102,0.0,0.0,0.0,17.57,2.55,0.0
20230125:2202,0.0,0.0,0.0,16.73,2.21,0.0
20230125:2302,0.0,0.0,0.0,15.75,1.93,0.0
20230126:0002,0.0,0.0,0.0,14.81,1.79,0.0
20230126:0102,0.0,0.0,0.0,14.11,1.79,0.0
20230126:0202,0.0,0.0,0.0,13.6,1.79,0.0
20230126:0302,0.0,0.0,0.0,13.18,1.79,0.0
20230126:0402,0.0,0.0,0.0,12.88,1.79,0.0
20230126:0502,104.59,166.45,11.37,13.97,1.52,0.0
20230126:0602,305.33,397.96,23.59,18.23,1.45,0.0
20230126:0702,486.26,623.9,36.01,21.37,1.45,0.0
20230126:0802,616.55,820.79,48.41,24.42,0.97,0.0
20230126:0902,700.54,978.84,60.35,26.82,0.41,0.0
20230126:1002,764.11,1067.3,70.59,28.45,1.38,0.0
20230126:1102,785.77,1089.18,74.83,29.26,2.14,0.0
20230126:1202,773.54,1054.38,69.0,29.29,2.83,0.0
20230126:1302,707.44,943.06,58.28,28.66,3.24,0.0
20230126:1402,601.93,786.98,46.2,27.73,3.24,0.0
20230126:1502,450.96,583.1,33.78,26.48,3.45,0.0
20230126:1602,261.63,354.11,21.38,24.56,3.72,0.0
20230126:1702,70.21,130.56,9.23,22.55,3.52,0.0
20230126:1802,0.0,0.0,0.0,20.73,3.03,0.0
20230126:1902,0.0,0.0,0.0,19.3,2.83,0.0
20230126:2002,0.0,0.0,0.0,18.62,2.55,0.0
20230126:2102,0.0,0.0,0.0,18.11,2.28,0.0
20230126:2202,0.0,0.0,0.0,17.53,2.07,0.0
20230126:2302,0.0,0.0,0.0,16.72,1.93,0.0
20230127:0002,0.0,0.0,0.0,16.03,1.86,0.0
20230127:0102,0.0,0.0,0.0,15.51,1.86,0.0
20230127:0202,0.0,0.0,0.0,15.03,1.93,0.0
20230127:0302,0.0,0.0,0.0,14.65,1.93,0.0
20230127:0402,0.0,0.0,0.0,14.36,1.86,0.0
20230127:0502,100.08,161.4,11.19,15.16,1.66,0.0
20230127:0602,298.31,390.93,23.41,19.13,1.52,0.0
20230127:0702,476.99,616.86,35.84,22.57,1.24,0.0
20230127:0802,604.88,813.75,48.23,25.39,0.62,0.0
20230127:0902,704.29,970.8,60.15,27.47,1.03,0.0
20230127:1002,764.87,1059.25,70.35,28.8,1.79,0.0
20230127:1102,785.72,1082.12,74.58,29.25,2.41,0.0
20230127:1202,767.27,1041.37,68.84,29.21,2.97,0.0
20230127:1302,703.04,932.05,58.17,28.47,3.52,0.0
20230127:1402,599.99,776.95,46.12,27.16,3.86,0.0
20230127:1502,447.53,574.06,33.7,25.65,4.0,0.0
20230127:1602,256.81,347.06,21.3,24.14,3.93,0.0
20230127:1702,68.34,127.5,9.13,22.41,3.86,0.0
20230127:1802,0.0,0.0,0.0,20.7,3.17,0.0
20230127:1902,0.0,0.0,0.0,19.82,3.31,0.0
20230127:2002,0.0,0.0,0.0,19.25,2.83,0.0
20230127:2102,0.0,0.0,0.0,18.92,2.55,0.0
20230127:2202,0.0,0.0,0.0,18.47,2.28,0.0
20230127:2302,0.0,0.0,0.0,17.99,2.07,0.0
20230128:0002,0.0,0.0,0.0,17.53,1.79,0.0
20230128:0102,0.0,0.0,0.0,17.04,1.66,0.0
20230128:0202,0.0,0.0,0.0,16.69,1.52,0.0
20230128:0302,0.0,0.0,0.0,16.36,1.66,0.0
20230128:0402,0.0,0.0,0.0,16.37,2.0,0.0
20230128:0502,70.46,108.35,11.01,17.52,2.28,0.0
20230128:0602,214.89,278.28,23.24,18.86,3.45,0.0
20230128:0702,238.77,303.99,35.67,19.96,4.14,0.0
20230128:0802,439.35,548.69,48.05,20.7,4.69,0.0
20230128:0902,631.76,789.87,59.95,20.25,5.03,0.0
20230128:1002,674.9,845.7,70.11,19.93,5.31,0.0
20230128:1102,651.27,815.91,74.33,19.73,5.24,0.0
20230128:1202,736.74,924.17,68.68,19.68,5.24,0.0
20230128:1302,672.1,836.58,58.07,19.88,5.38,0.0
20230128:1402,438.92,543.7,46.04,19.95,5.52,0.0
20230128:1502,408.49,505.01,33.62,19.21,5.38,0.0
20230128:1602,258.62,338.99,21.21,18.46,5.38,0.0
20230128:1702,66.97,122.4,9.03,17.54,4.97,0.0
20230128:1802,0.0,0.0,0.0,16.55,4.34,0.0
20230128:1902,0.0,0.0,0.0,16.39,4.41,0.0
20230128:2002,0.0,0.0,0.0,16.04,4.28,0.0
20230128:2102,0.0,0.0,0.0,15.72,4.48,0.0
20230128:2202,0.0,0.0,0.0,15.5,4.28,0.0
20230128:2302,0.0,0.0,0.0,15.27,4.14,0.0
20230129:0002,0.0,0.0,0.0,15.05,4.0,0.0
20230129:0102,0.0,0.0,0.0,14.74,3.79,0.0
20230129:0202,0.0,0.0,0.0,14.45,3.72,0.0
20230129:0302,0.0,0.0,0.0,14.19,3.52,0.0
20230129:0402,0.0,0.0,0.0,14.0,3.66,0.0
20230129:0502,97.71,159.42,10.83,14.56,3.17,0.0
20230129:0602,306.34,390.89,23.06,16.12,4.48,0.0
20230129:0702,500.86,615.79,35.5,18.2,4.83,0.0
20230129:0802,653.81,814.67,47.88,20.07,4.62,0.0
20230129:0902,757.13,967.75,59.75,22.06,4.28,0.0
20230129:1002,808.3,1056.22,69.86,23.91,4.0,0.0
20230129:1102,820.49,1085.04,74.06,25.45,3.93,0.0
20230129:1202,789.15,1045.28,68.5,26.55,3.86,0.0
20230129:1302,716.82,939.92,57.95,27.15,4.0,0.0
20230129:1402,584.2,753.99,45.94,27.14,4.28,0.0
20230129:1502,426.6,547.98,33.53,26.32,4.48,0.0
20230129:1602,199.52,268.39,21.12,24.71,4.55,0.0
20230129:1702,68.35,130.62,8.93,22.59,4.07,0.0
20230129:1802,0.0,0.0,0.0,20.7,4.62,0.0
20230129:1902,0.0,0.0,0.0,19.19,4.83,0.0
20230129:2002,0.0,0.0,0.0,18.05,4.55,0.0
20230129:2102,0.0,0.0,0.0,17.28,4.55,0.0
20230129:2202,0.0,0.0,0.0,16.72,4.48,0.0
20230129:2302,0.0,0.0,0.0,16.24,4.28,0.0
20230130:0002,0.0,0.0,0.0,15.84,4.0,0.0
20230130:0102,0.0,0.0,0.0,15.58,3.72,0.0
20230130:0202,0.0,0.0,0.0,15.36,3.45,0.0
20230130:0302,0.0,0.0,0.0,15.36,3.17,0.0
20230130:0402,0.0,0.0,0.0,15.33,2.97,0.0
20230130:0502,54.32,84.13,10.64,16.07,2.62,0.0
20230130:0602,293.76,379.83,22.89,17.73,3.45,0.0
20230130:0702,473.07,591.78,35.33,20.71,3.93,0.0
20230130:0802,630.06,802.65,47.7,23.52,3.86,0.0
20230130:0902,730.0,960.7,59.55,26.0,3.31,0.0
20230130:1002,774.57,1050.15,69.61,27.94,2.69,0.0
20230130:1102,784.69,1077.97,73.8,29.34,2.55,0.0
20230130:1202,757.13,1033.27,68.32,30.22,2.9,0.0
20230130:1302,692.62,928.9,57.83,30.51,3.38,0.0
20230130:1402,588.58,773.82,45.84,30.23,3.86,0.0
20230130:1502,437.44,570.94,33.44,29.32,4.21,0.0
20230130:1602,250.23,344.98,21.02,27.7,4.21,0.0
20230130:1702,63.11,121.37,8.82,25.7,3.72,0.0
20230130:1802,0.0,0.0,0.0,23.56,4.07,0.0
20230130:1902,0.0,0.0,0.0,21.76,3.72,0.0
20230130:2002,0.0,0.0,0.0,20.43,3.59,0.0
20230130:2102,0.0,0.0,0.0,19.27,3.59,0.0
20230130:2202,0.0,0.0,0.0,18.39,3.52,0.0
20230130:2302,0.0,0.0,0.0,17.68,3.38,0.0
20230131:0002,0.0,0.0,0.0,17.1,2.97,0.0
20230131:0102,0.0,0.0,0.0,16.7,2.69,0.0
20230131:0202,0.0,0.0,0.0,16.2,2.41,0.0
20230131:0302,0.0,0.0,0.0,15.81,2.28,0.0
20230131:0402,0.0,0.0,0.0,15.47,2.14,0.0
20230131:0502,89.08,149.32,10.46,15.99,2.0,0.0
20230131:0602,287.79,377.81,22.71,19.13,2.14,0.0
20230131:0702,468.36,601.73,35.15,22.72,1.86,0.0
20230131:0802,599.4,790.65,47.52,25.78,1.72,0.0
20230131:0902,686.86,951.67,59.35,28.43,0.9,0.0
20230131:1002,714.61,1035.18,69.36,30.5,0.21,0.0
20230131:1102,732.08,1064.0,73.52,32.07,0.55,0.0
20230131:1202,727.93,1025.24,68.13,32.94,1.79,0.0
20230131:1302,673.65,921.87,57.69,32.91,2.69,0.0
20230131:1402,571.31,762.8,45.74,32.15,3.17,0.0
20230131:1502,427.21,564.89,33.34,30.89,3.38,0.0
20230131:1602,244.01,340.93,20.92,29.29,3.03,0.0
20230131:1702,60.03,117.29,8.71,27.5,2.41,0.0
20230131:1802,0.0,0.0,0.0,25.43,2.21,0.0
20230131:1902,0.0,0.0,0.0,23.24,2.55,0.0
20230131:2002,0.0,0.0,0.0,22.08,2.41,0.0
20230131:2102,0.0,0.0,0.0,21.14,2.48,0.0
20230131:2202,0.0,0.0,0.0,20.2,2.41,0.0
20230131:2302,0.0,0.0,0.0,19.36,2.14,0.0
20230201:0002,0.0,0.0,0.0,18.64,2.07,0.0
20230201:0102,0.0,0.0,0.0,17.83,2.07,0.0
20230201:0202,0.0,0.0,0.0,17.64,2.0,0.0
20230201:0302,0.0,0.0,0.0,17.41,2.0,0.0
20230201:0402,0.0,0.0,0.0,17.65,2.07,0.0
20230201:0502,82.06,138.09,10.28,18.13,1.93,0.0
20230201:0602,272.98,358.69,22.54,19.59,2.41,0.0
20230201:0702,435.07,551.76,34.98,21.32,2.41,0.0
20230201:0802,427.81,546.64,47.34,22.46,2.41,0.0
20230201:0902,703.53,920.81,59.14,24.05,2.69,0.0
20230201:1002,770.37,1018.21,69.11,25.2,3.24,0.0
20230201:1102,796.41,1052.98,73.24,25.72,3.72,0.0
20230201:1202,769.78,1014.21,67.93,25.78,3.66,0.0
20230201:1302,699.33,911.84,57.56,25.94,3.66,0.0
20230201:1402,590.49,757.75,45.63,25.55,3.79,0.0
20230201:1502,437.0,557.85,33.24,24.44,3.86,0.0
20230201:1602,247.34,334.88,20.81,23.1,3.79,0.0
20230201:1702,59.98,115.29,8.59,21.74,3.59,0.0
20230201:1802,0.0,0.0,0.0,20.44,2.97,0.0
20230201:1902,0.0,0.0,0.0,19.69,2.76,0.0
20230201:2002,0.0,0.0,0.0,19.09,2.55,0.0
20230201:2102,0.0,0.0,0.0,18.6,2.55,0.0
20230201:2202,0.0,0.0,0.0,18.28,2.62,0.0
20230201:2302,0.0,0.0,0.0,17.85,2.34,0.0
20230202:0002,0.0,0.0,0.0,17.8,2.21,0.0
20230202:0102,0.0,0.0,0.0,17.39,1.86,0.0
20230202:0202,0.0,0.0,0.0,17.24,1.86,0.0
20230202:0302,0.0,0.0,0.0,16.82,1.93,0.0
20230202:0402,0.0,0.0,0.0,16.57,1.86,0.0
20230202:0502,83.46,143.27,10.09,16.97,1.72,0.0
20230202:0602,282.82,371.74,22.36,18.85,2.14,0.0
20230202:0702,475.01,604.64,34.8,20.7,1.86,0.0
20230202:0802,618.08,795.52,47.15,22.66,2.41,0.0
20230202:0902,731.79,954.55,58.94,23.88,3.1,0.0
20230202:1002,791.26,1044.99,68.85,24.68,3.31,0.0
20230202:1102,798.74,1061.93,72.96,25.45,3.31,0.0
20230202:1202,776.8,1029.11,67.72,25.99,3.45,0.0
20230202:1302,709.24,925.74,57.41,25.83,3.66,0.0
20230202:1402,597.76,765.69,45.51,25.08,3.86,0.0
20230202:1502,442.92,563.81,33.13,23.9,4.0,0.0
20230202:1602,251.3,338.86,20.69,22.39,4.07,0.0
20230202:1702,59.51,114.27,8.46,20.51,3.86,0.0
20230202:1802,0.0,0.0,0.0,18.81,3.03,0.0
20230202:1902,0.0,0.0,0.0,18.14,3.17,0.0
20230202:2002,0.0,0.0,0.0,17.55,2.83,0.0
20230202:2102,0.0,0.0,0.0,17.0,2.69,0.0
20230202:2202,0.0,0.0,0.0,16.54,2.62,0.0
20230202:2302,0.0,0.0,0.0,16.16,2.48,0.0
20230203:0002,0.0,0.0,0.0,15.76,2.28,0.0
20230203:0102,0.0,0.0,0.0,15.45,2.07,0.0
20230203:0202,0.0,0.0,0.0,14.86,2.0,0.0
20230203:0302,0.0,0.0,0.0,14.34,1.93,0.0
20230203:0402,0.0,0.0,0.0,14.0,1.86,0.0
20230203:0502,81.99,141.29,9.91,14.6,1.79,0.0
20230203:0602,283.47,371.73,22.19,17.9,2.14,0.0
20230203:0702,467.49,594.61,34.63,21.28,2.21,0.0
20230203:0802,607.89,792.48,46.97,24.21,2.0,0.0
20230203:0902,706.73,951.5,58.73,26.82,1.93,0.0
20230203:1002,749.66,1036.0,68.59,28.98,1.79,0.0
20230203:1102,766.85,1065.82,72.67,30.49,2.14,0.0
20230203:1202,742.87,1021.11,67.51,31.29,2.69,0.0
20230203:1302,681.34,917.74,57.26,31.41,3.31,0.0
20230203:1402,579.28,763.65,45.38,30.75,3.79,0.0
20230203:1502,428.68,560.77,33.01,29.49,4.07,0.0
20230203:1602,243.26,337.84,20.57,27.94,4.0,0.0
20230203:1702,55.95,111.21,8.33,26.15,3.59,0.0
20230203:1802,0.0,0.0,0.0,24.23,3.45,0.0
20230203:1902,0.0,0.0,0.0,22.82,3.31,0.0
20230203:2002,0.0,0.0,0.0,21.77,3.24,0.0
20230203:2102,0.0,0.0,0.0,20.74,3.17,0.0
20230203:2202,0.0,0.0,0.0,19.85,2.69,0.0
20230203:2302,0.0,0.0,0.0,19.04,2.34,0.0
20230204:0002,0.0,0.0,0.0,18.25,2.21,0.0
20230204:0102,0.0,0.0,0.0,17.65,2.14,0.0
20230204:0202,0.0,0.0,0.0,17.16,2.07,0.0
20230204:0302,0.0,0.0,0.0,16.85,2.0,0.0
20230204:0402,0.0,0.0,0.0,16.68,1.79,0.0
20230204:0502,77.37,136.22,9.72,17.29,1.38,0.0
20230204:0602,269.16,362.68,22.01,21.69,1.03,0.0
20230204:0702,451.45,589.57,34.45,25.41,1.59,0.0
20230204:0802,593.65,787.42,46.79,27.08,1.72,0.0
20230204:0902,689.89,941.46,58.52,29.09,1.72,0.0
20230204:1002,740.06,1031.89,68.32,30.7,1.72,0.0
20230204:1102,749.01,1055.76,72.37,32.03,1.72,0.0
20230204:1202,722.66,1012.06,67.29,33.0,2.0,0.0
20230204:1302,658.57,903.73,57.1,33.29,2.48,0.0
20230204:1402,559.59,746.65,45.25,32.38,3.24,0.0
20230204:1502,413.87,544.74,32.89,29.78,3.31,0.0
20230204:1602,232.89,324.74,20.45,27.24,2.28,0.0
20230204:1702,53.88,107.12,8.19,25.5,1.31,0.0
20230204:1802,0.0,0.0,0.0,23.73,1.38,0.0
20230204:1902,0.0,0.0,0.0,21.96,1.59,0.0
20230204:2002,0.0,0.0,0.0,20.68,1.52,0.0
20230204:2102,0.0,0.0,0.0,20.09,1.52,0.0
20230204:2202,0.0,0.0,0.0,19.8,1.59,0.0
20230204:2302,0.0,0.0,0.0,19.55,1.38,0.0
20230205:0002,0.0,0.0,0.0,19.53,1.24,0.0
20230205:0102,0.0,0.0,0.0,19.49,1.17,0.0
20230205:0202,0.0,0.0,0.0,19.49,1.45,0.0
20230205:0302,0.0,0.0,0.0,19.43,1.59,0.0
20230205:0402,0.0,0.0,0.0,19.32,1.59,0.0
20230205:0502,20.32,39.0,9.53,19.55,1.52,0.0
20230205:0602,51.75,80.0,21.83,20.36,1.86,0.0
20230205:0702,189.35,247.99,34.28,21.63,2.48,0.0
20230205:0802,435.24,553.54,46.6,22.37,2.9,0.0
20230205:0902,313.99,403.94,58.3,23.54,3.31,0.0
20230205:1002,528.4,681.33,68.05,24.11,3.45,0.0
20230205:1102,747.86,977.42,72.07,24.59,3.79,0.0
20230205:1202,714.67,925.75,67.06,24.45,4.14,0.0
20230205:1302,610.09,777.61,56.94,23.61,4.34,0.0
20230205:1402,498.89,629.22,45.11,22.92,4.28,0.0
20230205:1502,423.29,534.71,32.76,22.67,4.34,0.0
20230205:1602,214.24,288.49,20.32,22.34,4.28,0.0
20230205:1702,50.37,94.79,8.05,21.72,4.0,0.0
20230205:1802,0.0,0.0,0.0,20.82,3.52,0.0
20230205:1902,0.0,0.0,0.0,20.66,3.1,0.0
20230205:2002,0.0,0.0,0.0,20.62,3.24,0.0
20230205:2102,0.0,0.0,0.0,20.7,3.17,0.0
20230205:2202,0.0,0.0,0.0,20.59,2.97,0.0
20230205:2302,0.0,0.0,0.0,20.3,2.9,0.0
20230206:0002,0.0,0.0,0.0,19.85,2.69,0.0
20230206:0102,0.0,0.0,0.0,19.69,2.55,0.0
20230206:0202,0.0,0.0,0.0,19.3,2.34,0.0
20230206:0302,0.0,0.0,0.0,19.18,2.21,0.0
20230206:0402,0.0,0.0,0.0,18.89,2.07,0.0
20230206:0502,68.6,120.92,9.35,19.36,2.07,0.0
20230206:0602,259.15,346.57,21.65,21.33,2.41,0.0
20230206:0702,0.0,0.0,0.0,24.06,2.34,0.0
20230206:0802,581.63,767.39,46.41,26.4,1.72,0.0
20230206:0902,464.7,625.41,58.09,28.32,0.9,0.0
20230206:1002,327.76,438.93,67.78,30.18,2.0,0.0
20230206:1102,420.09,563.73,71.77,30.87,2.34,0.0
20230206:1202,464.72,624.52,66.83,31.44,2.62,0.0
20230206:1302,592.27,795.45,56.76,31.15,2.83,0.0
20230206:1402,546.58,727.63,44.97,31.04,2.69,0.0
20230206:1502,407.18,538.66,32.62,29.96,2.76,0.0
20230206:1602,227.37,319.68,20.18,28.46,2.76,0.0
20230206:1702,49.81,101.02,7.91,26.42,2.34,0.0
20230206:1802,0.0,0.0,0.0,24.45,2.07,0.0
20230206:1902,0.0,0.0,0.0,23.28,2.0,0.0
